"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",121.037102564,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",113.753098352,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",128.925087793,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",114.487091882,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",114.128098352,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",110.746094568,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",114.038102014,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",110.681099756,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",109.732102258,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",108.094094141,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",107.699097498,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",110.889186229,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",114.457126613,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",118.269862717,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",122.731635477,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",126.893780954,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",131.046363253,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",135.420340367,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",139.828741244,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",144.28012809,
"IDN","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",148.768574429,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1990",719.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1991",741.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1992",718.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1993",663.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1994",587.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1995",591.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1996",573.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1997",560.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1998",560.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","1999",671.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2000",555.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2001",613.291115625,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2002",615.501076563,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2003",614.031105859,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2004",663.216042383,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2005",724.208107813,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2006",821.324135645,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2007",823.395119531,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2008",784.940163477,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2009",776.967079981,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2010",847.346169336,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2011",831.12711416,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2012",843.005104883,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2013",942.300087793,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2014",986.040139063,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2015",989.948098047,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2016",922.226113184,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2017",870.0001,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2018",890.261629508,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2019",909.871742794,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2020",928.550945656,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2021",947.34025761,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2022",967.136824241,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2023",987.16845002,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2024",1008.339207026,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2025",1029.101925307,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2026",1049.801605423,
"ZAF","MEATCONSUMP","BEEF","THND_TONNE","A","2027",1069.914735918,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",3066.132058127,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",7339.563762648,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",9580.230706398,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",10970.69977055,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",13538.001642241,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",16387.363077015,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",14965.622865449,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",17360.779351731,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",18143.95364632,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",18898.576489619,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",20561.792023795,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",20944.884449436,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",21899.46496063,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",22940.902912958,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",23419.178804989,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",23744.817791207,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",25087.539174504,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",27252.3169522,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",29727.166670926,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",30376.596463269,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",31480.715110472,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",32960.031075644,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",34875.52732874,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",36413.568599327,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",35813.287644461,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",37189.102597006,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",38543.727105646,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",38648.90117131,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",40222.329977713,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",41090.760659546,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",41565.684439923,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",42052.982799472,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",42643.643284711,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",43228.28042848,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",43879.688882893,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",44464.627481503,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",44981.405755499,
"BRICS","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",45603.207144071,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1990",412.997109277,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1991",427.0001,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1992",444.493080957,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1993",447.943093164,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1994",450.800118311,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1995",453.883095606,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1996",558.107094629,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1997",464.398110254,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1998",463.283089502,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","1999",464.380104883,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2000",465.867104395,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2001",466.428109033,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2002",467.496102197,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2003",469.49909292,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2004",443.82709585,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2005",425.033089502,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2006",404.437111719,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2007",384.302101953,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2008",379.460091455,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2009",379.064095361,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2010",369.861092432,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2011",364.477089746,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2012",357.721108301,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2013",354.097084863,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2014",350.437111719,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2015",357.022103174,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2016",357.436104639,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2017",358.687111719,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2018",366.893873934,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2019",367.737749696,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2020",371.748201176,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2021",375.442721566,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2022",378.768388582,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2023",381.121187095,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2024",383.309440729,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2025",385.316355384,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2026",386.864229808,
"IND","MEATCONSUMP","PIG","THND_TONNE","A","2027",387.511977983,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",1065.016091211,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",1177.752053125,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",1248.400002344,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",1371.189186914,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",1479.100075586,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",1745.150124414,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",1812.294167383,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",2130.743996484,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",2352.357033594,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",2519.983010156,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",2753.627053125,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",2949.5001,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",3196.881203516,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",3108.575051172,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",3338.004982813,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",3464.669289453,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",3598.569191797,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",3805.453225,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",3795.624123438,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",3899.327004297,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",4036.742043359,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",4005.576027734,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",4131.316994531,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",4336.907814844,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",4560.503268762,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",4571.263377923,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",4816.516608367,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",4912.0001,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",4971.288196576,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",5045.153519357,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",5150.443436438,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",5247.869849448,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",5340.714803735,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",5435.995454108,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",5533.726827451,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",5635.838831389,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",5735.783352755,
"CHN","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",5835.00665956,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1990",1576.300148828,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1991",1421.100075586,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1992",1167.852028711,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1993",1008.413063867,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1994",860.378090723,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1995",805.202126367,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1996",787.519081934,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1997",700.685097559,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1998",676.503151758,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","1999",638.704079492,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2000",688.678139551,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2001",592.846108301,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2002",602.430031641,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2003",661.6641625,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2004",599.217079981,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2005",543.778115137,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2006",585.107094629,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2007",710.235085352,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2008",799.512123926,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2009",687.601113184,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2010",765.731118066,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2011",802.702126367,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2012",934.266030176,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2013",934.748146875,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2014",771.370095117,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2015",734.768044336,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2016",760.850136621,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2017",620.220070703,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2018",665.799215136,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2019",682.148782064,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2020",694.620078545,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2021",705.255099011,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2022",714.441648031,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2023",724.710981153,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2024",736.484346733,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2025",748.548230777,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2026",760.525228228,
"UKR","MEATCONSUMP","PIG","THND_TONNE","A","2027",771.710921091,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",73.642100696,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",77.682102485,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",75.81009914,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",74.649096886,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",79.760101123,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",79.174103229,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",85.761103822,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",86.538104458,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",88.380103125,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",98.788584302,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",104.780078274,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",108.745392788,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",111.987708712,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",116.522387924,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",115.771200891,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",104.371981093,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",99.242504238,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",115.063170251,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",122.545184909,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",124.448714187,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",124.722893049,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",129.063408646,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",129.709394747,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",131.266746141,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",138.161422105,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",141.703131822,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",139.0953065,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",138.221439486,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",143.0001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",144.5001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",146.0001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",147.5001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",149.0001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",150.5001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",152.0001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",153.5001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",155.0001,
"CHE","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",156.5001,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1990",789.7611,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1991",865.5751,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1992",874.3261,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1993",867.5311,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1994",948.9291,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1995",945.391612,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1996",927.59628,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1997",970.427194,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1998",1041.897474,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","1999",1083.244826,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2000",1170.035962,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2001",1210.737252,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2002",1264.077261,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2003",1320.107470283,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2004",1371.295749346,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2005",1369.724126635,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2006",1382.37436537,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2007",1416.56199393,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2008",1479.52310845,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2009",1605.51807489,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2010",1617.08331782,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2011",1568.26965376,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2012",1682.94013106,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2013",1774.6734,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2014",1807.591550045,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2015",1948.52892,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2016",1975.0001,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2017",2030.938032894,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2018",2139.331069554,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2019",2184.417592151,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2020",2228.730484252,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2021",2268.757274558,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2022",2298.209361047,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2023",2333.711089706,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2024",2361.738281882,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2025",2387.732814716,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2026",2416.524070216,
"MEX","MEATCONSUMP","PIG","THND_TONNE","A","2027",2445.68957891,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1990",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1991",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1992",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1993",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1994",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1995",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1996",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1997",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1998",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","1999",0.00019,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2000",2.100099905,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2001",2.776100023,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2002",2.600099905,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2003",2.274099929,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2004",2.49010001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2005",4.741099699,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2006",4.147099836,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2007",5.40909992,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2008",0.0231,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2009",0.052100001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2010",6.210100038,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2011",8.605099542,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2012",9.196100099,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2013",9.389099939,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2014",7.965100153,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2015",9.071100099,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2016",5.295100076,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2017",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2018",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2019",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2020",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2021",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2022",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2023",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2024",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2025",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2026",10.0001,
"SAU","MEATCONSUMP","PIG","THND_TONNE","A","2027",10.0001,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",271.500098629,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",332.266106023,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",374.848081647,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",393.698119683,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",397.900101958,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",437.717110617,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",472.472102775,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",445.925115748,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",396.834102852,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",494.431087358,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",518.219104393,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",569.778107746,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",592.131111248,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",523.640122993,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",464.954096182,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",600.174073322,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",645.23806916,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",637.513099535,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",635.118121965,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",677.810078485,
"KOR","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",746.613139017,
